,theta1,theta2,theta3,thetad1,thetad2,thetad3,tau1,tau2,thetadd3
7506,1.430896,0.805925,-0.115032,0.61488,0.96442,-1.606682,0.119285,-0.378009,9.727533
5382,0.530254,-0.093306,0.094111,-1.638054,0.891007,1.069465,-0.137475,-0.54784,-4.617245
2272,0.620596,-0.987712,-1.552436,-0.239214,-1.745931,1.13416,0.369734,0.511532,3.446191
1322,-1.837508,0.123708,-1.835301,-0.489155,0.947589,-1.749111,0.145414,-0.428674,-2.68368
3076,-1.873069,1.849434,0.512622,1.394037,-0.421009,0.222885,-0.400978,-0.042834,5.154489
435,-0.897563,1.847314,-1.186008,-1.717333,-0.778058,1.000235,0.292391,0.213646,4.602119
6531,-1.820961,-0.754249,1.548407,0.373875,-0.729498,-0.919714,-0.317247,-0.363567,9.609048
6764,0.916725,-0.232236,-1.326911,1.395389,-0.313878,-1.239565,-0.267146,0.481706,-3.076855
7546,-0.824609,-1.003432,-1.873158,0.362012,-0.296075,0.14579,-0.048932,-0.402741,2.710388
6830,1.523375,-1.87513,1.142604,-0.175643,-0.196129,-1.437441,-0.470861,0.23116,-10.418775
7282,1.004037,0.7355,0.012634,1.225303,-1.359203,1.531769,-0.091614,-0.152952,3.087647
4409,0.958008,-0.050016,0.071966,-0.612183,-0.880421,-0.335533,0.151383,0.29869,5.043023
8136,-0.526058,-1.012242,0.855814,1.461686,1.817018,-1.423056,-0.310911,0.526922,-1.023223
7794,1.376274,-1.137197,0.581745,-1.765834,-1.631026,-1.63331,0.460935,-0.267398,-5.098372
994,0.197888,0.840963,0.672675,-0.315009,-1.393466,-1.297921,-0.46285,0.480218,8.853592
7923,0.988013,-0.922547,0.389212,0.693442,1.877796,-1.578095,-0.54532,0.401609,3.453528
1025,-1.84013,1.290384,-0.815577,-0.004926,0.142868,-0.249226,-0.117565,0.487111,5.592213
2420,-0.652372,-1.512701,0.313177,0.772314,0.472209,0.756215,0.424189,0.150238,-8.489244
3094,-1.716324,1.09972,-0.876403,-0.663066,-0.300615,-0.753857,0.189943,0.364111,6.073651
7353,-1.687766,-1.464198,1.199102,-0.636581,-0.015272,-0.325497,-0.153916,0.326391,0.446063
4689,-1.270814,1.744247,0.736036,1.478389,-0.202038,1.032681,-0.128603,-0.235567,4.871775
7884,-1.430663,-0.661799,-1.619506,-0.272453,1.332212,0.989097,-0.493997,0.191646,-2.870428
8133,0.443578,-1.664841,-0.702127,-0.830155,0.027321,-0.73703,0.209659,0.535879,-4.529182
1017,1.728974,0.393441,0.142287,1.301055,1.35196,1.130488,-0.075274,-0.321867,8.007732
2406,-1.14892,-0.414931,0.586013,-1.659446,-0.506984,-0.889011,-0.461691,-0.443496,3.891146
3593,-0.851892,0.375754,0.6884,0.081039,1.081454,1.249791,-0.227698,-0.115408,4.652533
486,0.132012,-1.752459,0.74021,0.005832,-0.000616,0.952058,0.554599,-0.458117,-8.702698
2992,0.19292,0.285292,-0.416876,1.827144,-0.885556,0.068973,0.592291,-0.573241,-0.544596
199,-1.655307,1.193194,1.857734,0.535894,0.456479,0.269057,-0.59003,0.168195,8.067432
6481,0.265148,0.313873,1.152084,0.803291,0.862548,1.537777,-0.348293,-0.154008,8.719602
2833,-0.64786,-1.083714,-1.533547,0.56443,1.282716,-1.511572,0.143078,-0.083996,-2.176075
6367,0.983819,0.213331,0.271857,-0.026407,1.025832,1.356829,0.011118,-0.343235,8.435639
6911,-0.285083,0.166642,-0.297227,-0.358155,1.030098,1.416393,-0.531652,-0.281093,2.883622
6029,0.787603,1.092001,1.328983,-0.502208,0.220527,0.579904,0.391766,0.009548,8.834679
3244,0.439099,-1.551473,0.871737,1.402294,-1.134824,-1.005044,0.380086,0.499075,-10.018178
7765,1.511233,1.404917,1.492546,0.229302,1.030867,-0.734521,0.436102,-0.032281,8.134995
4863,1.781653,-0.169174,-0.794659,0.969447,-0.066999,1.150535,0.371844,-0.023454,9.342548
4985,-0.446609,-0.259864,1.793122,0.326399,0.564602,0.396094,-0.160423,0.165759,9.232666
7783,-0.669942,1.014093,0.085612,-1.229018,-0.758094,1.021596,0.569613,-0.112209,8.427331
3509,-1.767583,-0.862507,-0.838633,0.790444,-0.18075,0.6842,0.355247,-0.566355,-1.219118
5286,0.048011,0.151577,-0.901415,1.185106,1.636127,0.64706,-0.338525,-0.384837,0.253323
7752,1.347694,1.073491,-0.628187,1.574523,-1.763233,0.617355,0.349539,-0.491452,1.516004
1731,-0.604557,-0.873391,0.948387,0.355003,-1.236708,-1.836617,0.004923,-0.067462,-2.253459
7458,1.070406,0.303346,1.418863,-1.626151,1.139025,-0.008272,0.146836,-0.52853,8.769932
7684,1.558278,0.408206,-0.525379,-0.910377,1.358704,1.392606,-0.587036,0.086965,-2.157779
6575,-0.119421,-1.508509,-0.861854,-1.186214,-1.402631,-0.762059,-0.488575,0.123192,-3.458233
7743,-0.178083,0.271428,0.298243,-1.406989,1.385837,1.244274,0.258519,-0.269526,8.076962
2960,0.404327,-1.623932,0.73423,1.28355,1.194616,-0.640465,-0.381289,-0.323659,-7.39544
5095,1.28852,1.795016,-1.77031,-1.463841,-0.34247,0.755473,0.056089,-0.518185,-4.319072
665,-1.689626,1.189619,-1.686475,1.382598,-0.400899,-1.070548,0.345311,0.44067,1.301697
2829,-1.8455,1.50456,-1.421225,-0.364483,0.246002,-1.045105,-0.335792,-0.056791,1.740342
642,1.512224,-0.79849,0.657666,0.019348,0.96802,-1.425897,0.085099,-0.135668,-0.199476
2302,-1.863286,0.411155,0.028566,1.338395,-0.654573,-0.807105,-0.278212,0.487925,9.021494
176,-0.068356,0.960171,-1.396012,1.154777,0.838254,0.368718,-0.219097,0.440565,-1.233001
6072,1.654314,0.958816,-1.54622,-1.322973,-0.274992,0.118738,0.42875,-0.006873,-1.120969
1199,0.595772,0.262218,0.07371,-1.457179,-1.471323,-1.672172,0.15615,0.007884,-0.922529
786,-1.803087,1.837111,0.75271,-1.019087,-1.083558,1.0765,0.294641,-0.362084,4.185969
6429,-1.166141,0.436486,-0.224438,1.544171,0.811819,0.938658,-0.334565,0.16892,3.771354
3404,-1.651415,-1.250152,-1.58125,1.809616,-1.425694,-0.085682,0.018135,-0.007207,-1.735518
3751,-1.697912,1.429853,-1.638669,1.865474,-1.323992,1.454865,0.085746,-0.062925,-3.01977
91,-1.191772,-0.576463,0.061079,1.146955,1.310975,-1.568789,0.039733,0.590318,1.558119
8011,-1.498829,-0.26861,1.817126,0.389065,-1.776457,0.779542,0.418399,0.030867,5.397163
6004,0.987637,0.302941,-1.622331,1.256635,1.224157,-1.763747,-0.154631,0.323176,-1.574992
1180,-0.537478,-0.683955,-0.768628,1.158201,1.830393,0.939271,0.54155,-0.165578,-5.648032
2088,-0.037761,-1.310486,-1.516888,1.565806,-1.248742,-0.510553,-0.176191,0.350355,-2.083798
530,1.140543,-0.893124,1.056576,1.596109,-0.884795,1.553783,0.079412,0.283964,6.986096
5070,1.261686,-0.59448,-1.168367,0.717273,-0.963303,1.530269,0.285941,-0.183609,-2.383733
996,1.311506,-0.190781,1.738362,-0.165233,1.350663,-1.815002,0.441341,0.416505,8.841818
2877,0.162213,0.664786,-0.965561,1.286669,0.833851,1.771531,-0.202974,0.214451,0.371434
5054,1.744721,1.152898,-0.583686,-0.709985,-0.949062,-0.386115,-0.453279,0.536477,7.003972
6192,0.421582,1.868045,0.413663,0.721312,-0.943713,-0.972258,0.58323,-0.448629,4.434889
106,-0.468518,0.962001,-0.795129,0.598966,1.155905,0.948104,-0.199739,0.582964,2.086347
1339,-0.291326,0.795409,0.327035,-0.057786,1.433989,0.01563,-0.381398,0.251301,3.258885
1018,-1.61998,-0.712682,-1.046397,-0.159512,-0.516083,0.766437,-0.087925,-0.561055,-4.28797
131,-1.101635,-1.137372,1.407144,1.219253,-1.253826,0.75732,0.335224,0.10595,-5.696973
7851,-1.136055,0.930643,-0.050884,0.565718,0.300622,0.869309,-0.541105,0.45624,4.518078
1281,0.842922,-0.330442,-0.654089,-0.204599,-0.539335,-1.73207,0.112507,-0.291014,-3.82084
6061,-0.88343,1.870722,0.163846,1.72515,0.213429,-1.853254,-0.203915,0.002408,0.091481
1483,-0.994716,1.356062,-1.546953,1.440281,0.210546,-1.293043,0.436226,-0.354934,3.960723
6071,1.300505,-0.353846,1.836101,-1.138876,-1.252411,-1.85167,-0.125919,0.479407,4.758964
1084,-0.845275,-1.512727,-0.125322,1.094236,1.202447,-0.971387,0.44017,-0.055474,-5.354621
5411,-0.911236,-1.763971,-0.485929,-1.380467,-1.475769,-1.008305,-0.264412,-0.380584,-9.436994
7528,-1.159466,-0.471346,-1.334232,-1.008614,1.515018,0.921634,-0.210925,-0.224855,2.019842
2126,1.809794,1.555167,0.90481,-0.675516,1.571384,-1.744752,-0.535108,0.438413,-3.625101
1176,0.83205,1.656325,0.836238,0.42848,0.941207,0.312203,-0.16417,-0.397413,7.275875
2648,1.177139,-0.326323,0.702537,0.182162,0.435268,-1.850714,0.189239,0.546982,1.878259
8056,1.316823,-1.310634,-0.234402,-0.035529,-1.483581,-0.3523,0.454148,-0.33744,-6.953216
694,0.970304,-0.736894,-0.820089,-0.444978,0.758073,-1.368335,-0.368117,0.263713,-5.276587
6554,-0.993966,-1.11542,0.897434,-0.235378,-1.354251,1.81812,-0.557115,0.166722,-4.151535
7145,0.161267,-0.159851,1.325051,1.271263,-1.746323,-1.686191,-0.440234,0.185635,6.125913
167,1.318915,-0.072926,-0.453094,0.071412,1.386983,1.654837,-0.498823,-0.512133,5.081135
367,0.215938,-1.153782,0.811807,0.737967,0.004377,-1.83457,0.15401,0.045536,-3.057958
7532,0.493108,1.409075,-0.26184,-1.261786,-1.093189,1.313578,0.222369,0.561574,5.496647
6730,-1.456851,0.276886,1.550452,0.812447,0.179044,0.807717,-0.050106,0.274574,4.371707
835,-1.282255,1.71839,-0.315648,-0.825721,-0.857949,0.35966,0.523321,-0.539901,7.148957
4614,-0.7146,0.657398,-0.7275,-1.270688,0.095814,0.591199,-0.382036,0.320212,-1.06618
5251,-0.66599,-0.42208,1.072262,1.338833,-0.827304,-1.058192,0.446719,-0.389587,6.785399
5763,0.380107,-1.543731,-0.965431,-0.298211,-1.827795,1.256357,0.10041,0.386412,-3.563572
6486,1.762586,-0.183267,-0.15365,-0.005485,-1.71406,1.449567,0.542641,0.163152,1.201708
4739,0.130918,-1.292632,0.724634,-1.656032,0.327836,-1.67369,0.433862,-0.476644,-5.681702
3817,0.075726,-1.50275,1.685724,1.081685,1.36745,1.360016,0.260021,-0.225231,-4.893125
5386,1.14465,0.275675,0.050132,1.879004,-0.124068,-0.452903,-0.155608,-0.510415,5.162733
6143,-0.131042,-0.789751,0.504313,1.232181,1.146158,-0.761982,-0.075605,0.098736,-6.50542
2484,-0.774607,-1.315227,1.736441,1.47669,1.405684,-0.701091,0.480683,0.437139,7.61562
1562,1.854177,1.062397,1.407798,0.905544,0.343296,1.815583,0.265283,-0.585959,-1.557087
4763,0.244161,-1.822632,1.322746,0.223747,-1.84891,0.744298,0.27257,-0.513993,-7.16393
3688,0.142866,-0.289677,-1.64473,1.775737,-1.568365,-0.287956,0.280661,-0.12425,1.253733
3614,-0.600906,0.164712,1.193514,-0.301726,-0.576627,1.07525,-0.390208,-0.227215,7.171637
1593,-0.701904,-0.855386,-1.808642,-1.052639,0.498228,0.749471,0.344887,0.513953,1.6256
4084,-0.279908,0.432453,-0.147991,0.863009,1.745185,1.417545,-0.366311,-0.589108,5.555118
3861,0.998701,1.528854,-0.265856,-0.896782,-0.117219,1.568552,-0.107248,-0.113874,5.84115
5303,-0.140297,-1.777955,-1.779815,0.891233,1.089701,0.370071,-0.182939,-0.256816,-0.947926
3816,1.382632,0.15798,1.149112,-0.136576,0.444939,-1.416235,0.179427,0.02261,9.721424
2510,1.616937,-1.42304,-0.721184,-0.680762,0.106176,1.338236,0.14184,-0.493022,-4.18471
4734,0.516503,-1.235189,1.085884,0.314627,-1.241211,1.645989,0.166103,0.498818,-1.685819
2115,1.694471,1.059274,1.693238,-0.812687,-0.444552,0.374679,0.468753,0.330414,4.512792
3289,-0.528487,-0.368188,-1.709787,1.65096,1.138663,1.442101,0.203767,-0.080741,-3.854219
7518,1.218276,1.174615,-1.277796,1.269848,0.865263,-1.838453,-0.22177,-0.083186,5.528414
7038,0.065586,1.487605,0.127237,0.928862,0.187023,-0.809498,0.119025,0.049806,7.678101
1297,1.557947,-1.389099,0.478522,1.303919,0.473746,0.196564,0.385073,0.325059,-7.404131
7991,0.126058,-0.026977,-1.014616,-1.336484,-1.152341,-1.35647,-0.490311,-0.253112,1.335416
6056,-1.812865,-0.405978,0.27507,1.19133,0.692072,1.482492,0.287697,0.524229,-4.953221
5927,0.248135,0.875018,-0.001261,1.419517,1.816833,-0.765833,-0.279199,-0.493416,7.9196
4101,1.69899,1.611384,-0.503372,-0.488977,0.166151,-0.997069,-0.152337,0.4768,5.720213
4789,0.975288,0.084821,0.556864,-1.481829,-1.075943,0.892103,0.202723,0.358737,0.843593
7710,-1.714337,0.567912,-0.519453,0.674398,-1.51291,0.566038,-0.592917,-0.355157,4.125096
5958,1.544568,-0.051115,0.448264,1.696473,0.780262,-1.660276,0.198723,0.329805,6.262175
4325,-1.884729,-1.844008,0.196994,0.901084,0.79051,0.939279,0.584958,-0.20439,-7.13148
7037,-0.106947,0.787097,0.120922,0.353217,-1.088938,1.131321,-0.420855,-0.505749,9.362856
73,1.842929,0.510023,-0.827732,-0.712977,1.541059,1.281575,-0.588271,-0.265607,0.879785
1839,-0.757932,-0.033144,0.903389,1.833187,-1.115267,-0.288454,0.02046,-0.53413,7.311326
3006,0.882262,1.114418,1.107938,1.516486,-0.784157,0.281664,-0.34325,0.59941,4.841142
1918,1.26402,0.938358,1.441502,1.875532,1.834033,1.799106,-0.282002,0.38455,8.10006
6812,-1.474197,-0.969954,-0.923818,1.648208,0.130193,1.599204,-0.524773,0.137078,-1.156863
3263,-0.330886,-0.580081,-0.426406,-0.009728,-1.400626,-0.989467,-0.284522,0.045051,-7.714906
7466,0.868423,-1.509457,-1.713783,-1.430694,-1.172703,-0.519971,-0.160835,0.441235,1.141164
3504,-0.967958,-1.297009,-1.210014,-1.796286,-0.732344,0.261897,-0.496279,0.24352,-1.073492
5605,1.796124,1.773835,0.396252,-1.632368,-1.56539,0.70021,-0.393578,-0.472864,7.360208
3126,1.768848,-0.496776,1.03642,-1.652212,0.432995,1.409966,-0.112927,0.436828,9.363651
3856,-1.685639,0.351035,-0.072658,0.294374,1.413987,-0.633444,-0.018351,-0.02672,8.608294
1501,1.14638,-0.804267,1.587696,0.975224,-0.979945,0.799275,0.386478,-0.061636,3.318446
4974,1.35583,-1.671664,1.485389,0.578001,-0.604709,0.332442,0.109952,-0.036903,1.21555
6054,1.295928,1.883306,0.558871,-1.666515,1.324592,1.085835,-0.160601,-0.41327,6.381151
1535,-0.125252,-1.501299,-0.310865,0.380651,0.067895,-1.175752,0.321692,-0.518483,-7.928069
31,-1.617987,-1.141165,1.743406,1.667431,-1.001682,1.147117,0.0833,-0.380027,5.253176
3379,1.443542,-1.53963,0.10795,0.982901,-0.14103,0.982142,-0.501433,0.014581,-9.553471
3221,0.625242,1.702694,-0.212416,0.02612,1.696017,0.66718,0.503577,0.015284,5.59039
5981,-1.789639,1.662469,-1.465977,1.46197,-0.95257,0.970739,-0.308899,-0.460224,1.982277
168,-1.566709,1.145849,1.584893,-0.904285,-1.797673,-1.415318,0.281263,0.391001,2.125353
1330,0.193891,1.518658,1.789937,-0.417404,0.489292,1.357261,-0.08052,0.306457,4.398328
5201,-0.088327,0.833537,0.270867,-1.590639,-1.425107,-1.518475,0.410395,-0.09547,7.220018
5902,-1.753228,-0.870909,1.190064,-1.737498,-0.401425,1.393819,-0.100125,-0.396411,7.20193
5023,1.872486,-0.348986,0.577881,1.156521,-0.016715,1.814427,0.081919,0.416838,8.770449
805,0.087686,-0.290104,-1.290369,1.071619,1.833052,0.396176,0.278345,0.542468,-2.126841
3322,-0.770361,-1.587119,1.179171,-0.100657,0.945014,0.220654,-0.337531,-0.489022,-6.267817
2862,0.827734,0.750094,0.247906,0.797514,1.779743,1.668277,-0.594327,-0.061082,8.756159
6240,-1.235473,0.081519,1.612794,0.569832,1.599064,-0.223688,-0.295313,-0.131197,9.413077
2208,0.498592,-0.682875,-1.471957,-1.01792,-0.318083,-0.292221,0.26374,-0.12904,-2.856356
4685,-0.900101,0.660777,-0.473775,-0.6859,0.470822,0.05598,-0.517439,-0.197418,-1.31066
6968,-1.597204,1.335268,-0.428881,-0.127752,1.728111,0.972167,0.130442,-0.056911,4.634316
3213,0.159664,-0.707424,0.623927,-1.54339,1.00725,-1.82759,0.295005,-0.258737,-5.315604
1420,-0.501463,1.427639,-1.158253,1.068834,0.266618,-1.373566,0.447107,0.121113,0.165364
5257,0.131384,-0.989393,0.351396,-1.546074,1.129577,-0.474414,-0.038042,0.229029,-4.957034
6511,-1.64523,0.913885,1.048186,0.071194,1.501436,-1.145168,-0.457768,-0.511466,7.328633
2549,0.140868,0.062979,-0.861093,0.304379,-0.068052,-1.467103,0.439306,-0.190873,-1.624064
26,-1.619424,1.095386,1.67851,0.471628,-1.476102,0.938072,0.130627,-0.555509,8.290132
1897,-1.6054,-0.699198,-0.605423,-0.357717,0.85303,-0.101591,0.1045,-0.464488,-2.096808
2275,0.134146,0.192536,1.365441,1.510594,-1.801114,1.059971,-0.530834,0.271438,8.407552
2310,1.524446,1.045286,0.330429,0.432567,1.766423,0.219801,-0.102894,-0.132209,6.108354
4764,1.662821,0.678804,0.91246,-0.287108,0.055955,1.732649,0.586472,0.035449,8.68068
5309,-1.338339,1.595892,-0.770252,0.241436,1.38433,-1.458417,0.111119,0.369683,3.785703
2112,-0.8999,0.264465,0.137833,1.832948,-1.358587,0.57884,-0.50265,-0.043263,6.910323
2149,0.419765,1.488182,-1.482585,1.306435,1.297315,-1.186222,-0.491251,-0.44918,1.837557
7483,-0.81134,-0.425168,-1.816804,1.251333,-1.180097,-0.389219,-0.25839,0.042442,-4.391634
7328,1.339643,1.471601,-1.196729,-0.947552,-1.403945,-0.228613,-0.24276,-0.07406,1.347723
500,-1.01388,-0.274181,-1.335274,0.325378,-1.510504,-0.459424,-0.243046,-0.067405,-5.49921
6455,-0.684822,-0.264018,-0.168675,0.046806,-1.24226,-0.890896,0.256277,0.441519,0.002211
437,1.695513,-0.268493,0.023234,-1.570213,-1.191204,1.440352,0.442628,0.455171,5.254806
2110,-1.799465,-1.380551,0.874345,0.009936,1.115694,-0.075969,0.378405,-0.142272,-5.331757
1965,1.605355,-0.049986,0.577087,-0.88764,-1.019471,0.004733,0.121509,-0.203786,1.210987
2132,0.945893,-0.088221,-1.159718,-0.937575,0.407721,-1.137297,-0.348984,0.226031,-1.092217
5241,-0.845625,0.142468,0.563698,0.284852,-0.278607,-0.319947,-0.463232,0.055441,5.716931
3707,-1.412856,0.800976,-0.349043,-0.38055,1.633377,-0.330697,-0.371513,-0.411209,4.412162
3885,-1.501544,-0.666156,0.547096,0.225768,-1.809832,1.571216,-0.252847,-0.394195,2.465771
6693,1.55901,1.393501,1.879253,0.281794,1.098861,-0.241383,-0.15699,0.267207,0.915526
3733,-1.625879,-1.833998,-1.207389,0.849524,1.297897,1.053707,-0.44156,-0.49416,-6.747461
1533,0.679286,1.471889,-0.122703,-0.131862,0.495228,-0.660613,-0.169318,-0.524762,8.945804
7901,0.803187,-0.89614,-0.622148,1.294271,0.42693,1.264112,-0.412561,-0.311516,-3.479781
3298,0.915705,1.484226,-0.113742,-0.318207,1.40103,0.24166,0.440964,0.075879,6.872674
2405,-0.654335,-0.572902,-0.40367,1.358994,-1.278554,-0.166486,-0.271797,0.30905,-5.040138
1277,0.595537,0.069616,1.368729,0.237863,1.652548,1.446481,-0.36907,-0.158919,7.966758
2344,-1.405943,0.123541,-0.869252,-1.120785,1.213844,-1.676302,-0.338592,-0.321197,-0.470443
6140,0.83661,-0.863423,-1.162339,0.24822,-1.450933,1.730454,-0.358792,-0.216736,-8.189982
3745,-1.030848,1.043671,-0.416478,0.978165,-0.55647,0.559532,-0.59845,0.257114,7.52216
5650,0.24317,0.37216,0.615603,1.803106,-1.506481,-0.70576,-0.499726,-0.095039,7.989948
1718,-1.803471,-0.844686,0.852538,-0.826778,0.241953,-1.236353,0.116565,-0.488197,-5.091859
1916,-0.404738,-1.51746,-0.49916,-1.332907,-1.351076,-1.352915,0.530518,0.420762,-11.029023
2338,-0.338515,-0.618799,1.035735,-1.849938,-1.450715,1.623465,-0.33265,-0.056015,-0.872176
534,-1.474315,0.812726,1.094423,0.572782,-1.612771,-0.179219,0.005535,-0.578165,4.329871
6465,0.396355,0.107112,-1.784657,-1.307738,-0.568519,1.62557,0.129404,0.495285,1.980866
585,-1.853965,-1.276577,-0.86116,-0.830903,-1.24054,1.618239,0.511574,0.027813,-7.882822
2189,-1.056548,-1.127397,-0.5881,0.505148,0.187812,1.144909,0.27267,-0.035819,-3.208975
4657,1.694433,0.418667,-1.882358,0.307898,-1.242508,-1.292597,0.418529,-0.188834,-2.372207
5597,0.09044,0.756221,1.428904,1.255385,-0.931786,-0.324686,0.581848,0.32441,0.717913
2598,0.690152,-0.633517,-1.28673,-1.854448,-1.860613,0.095925,-0.414507,0.581955,-6.568264
2022,1.400869,1.306667,1.423768,1.636553,0.278477,-1.871929,-0.50966,-0.251978,1.600868
7915,-1.129847,-0.297129,1.284549,-0.862803,1.725219,1.363582,0.13736,-0.195911,9.636084
491,1.785,-0.462998,-0.50495,-0.629355,0.79586,0.369305,0.520717,0.096564,-3.074537
5304,1.04962,1.541562,-1.574674,-0.768803,-1.785662,0.645322,-0.032974,0.210875,-1.374433
3685,-0.578451,0.568281,-1.858416,-0.685616,1.474892,1.338778,-0.561176,0.313716,-1.630235
7959,0.202921,-1.284789,0.601396,0.526898,0.061492,0.535548,-0.507228,-0.182346,-3.323544
3077,1.160042,-1.156916,0.915911,1.163888,-0.596145,1.008236,-0.10745,0.094118,-7.049641
2191,0.720895,-0.407868,-1.3411,0.439632,-0.133545,-1.395369,0.204252,-0.343643,-1.930964
2726,0.299923,0.435398,0.337091,-0.692804,1.304632,1.142721,0.568034,-0.249038,5.13725
852,1.44073,0.206789,-0.349397,1.203775,-1.273221,-1.004303,-0.456087,0.147866,1.07539
6796,0.585538,1.670324,-1.397936,-1.031748,1.002709,1.026624,-0.133989,0.44896,1.962468
3412,-1.642047,1.630691,-0.22265,1.451634,-1.256092,0.365547,-0.384621,0.073541,6.384972
6104,0.139095,0.418609,0.914488,-0.130365,-0.728013,1.416646,-0.377659,-0.517593,7.161376
6946,0.238237,0.405197,1.688046,-1.359029,0.683119,1.809781,0.426588,-0.331025,5.449337
2133,0.051255,-1.863581,-0.785493,0.452998,-1.675613,-0.787865,-0.547119,0.179235,-6.687198
4338,-1.77492,0.219596,0.002605,-1.450084,0.917166,-0.359529,0.17954,-0.472267,-0.034564
4180,-0.270579,-1.116222,-1.272977,-0.673383,-0.280618,-0.183413,0.36905,-0.183688,-6.502576
397,1.881876,-0.8606,1.042725,-1.24141,-1.69008,1.101764,-0.146992,0.307717,-1.245951
3992,-0.622878,0.331606,1.375572,-1.627226,-1.848101,-0.73022,-0.555124,0.037233,7.176264
6576,-0.698833,1.755746,1.724692,0.046088,1.773614,0.448686,0.398215,0.403911,-6.19975
401,1.762032,1.825665,0.643708,-0.839845,-0.73289,-1.374159,-0.325278,0.257456,2.092172
3989,-0.787909,1.304087,-0.468817,-0.287401,-1.085341,1.270739,0.245785,0.506197,3.096955
2570,-1.129201,-0.751664,-0.246838,-1.70534,0.988716,-0.425673,0.317454,0.251605,0.965537
3698,0.375017,-0.381308,0.203711,0.692927,0.763088,-0.012762,0.123867,-0.159088,1.873595
4354,0.069041,-0.752414,-1.535029,-1.723365,-0.370227,1.710627,0.371418,0.019551,-0.407556
3706,-0.92514,-1.713977,-0.916598,-1.411654,-1.61965,1.065237,0.042978,-0.074843,-7.167466
5769,-1.784971,0.946491,-1.343308,1.02299,-1.173937,1.352487,-0.419694,-0.192413,-2.713406
5946,-0.38787,-0.75077,-0.292767,-0.80652,1.416412,-1.354505,0.421953,-0.242837,-5.492553
6076,-0.349768,-1.257651,0.544705,1.510842,-1.397259,-0.949209,0.290546,0.399012,-8.601159
4771,-0.218573,-1.669824,-1.510181,1.193337,0.480833,-1.334566,0.295616,0.418763,0.458264
573,-1.826213,1.456541,-1.720075,-1.615195,0.553909,1.646124,-0.310956,-0.24,3.360298
7207,0.465639,-0.333988,0.068621,-0.285138,-0.749598,0.55299,0.404785,0.422454,-3.641491
1438,-0.704201,-1.753903,-0.909074,0.649794,-0.341822,0.340533,0.197087,0.440438,-3.976304
